StartTime: 2021-08-11 14:08:06.818
address	Time(s)	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)
0x50	 14:08:06.818	0.8896	-0.4688	-0.1152	7.7515	10.2539	-23.1934	-99.7888	-64.7919	121.7340	31.75
0x50	 14:08:06.818	0.8960	-0.4429	-0.0820	5.7983	10.7422	-25.8179	-99.6405	-65.0281	121.5857	31.75
0x50	 14:08:06.826	0.9063	-0.4111	-0.0679	6.5918	14.5264	-29.4800	-99.3823	-65.3247	121.3660	31.76
0x50	 14:08:06.836	0.9063	-0.4111	-0.0679	7.0190	16.7236	-32.4097	-99.0747	-65.6653	121.0968	31.74
0x50	 14:08:06.847	0.9111	-0.3843	-0.0303	7.0190	16.7236	-32.4097	-98.7561	-66.0059	120.8167	31.74
0x50	 14:08:06.856	0.9116	-0.3892	-0.0366	7.2632	18.0664	-33.2642	-98.3606	-66.3684	120.5035	31.74
0x50	 14:08:06.866	0.9155	-0.3799	-0.0542	5.4321	14.9536	-31.7993	-98.0420	-66.7090	120.2509	31.73
0x50	 14:08:06.876	0.9229	-0.3652	-0.0435	5.3711	12.2681	-31.0059	-97.8113	-67.0331	120.0531	31.74
0x50	 14:08:06.886	0.9331	-0.3521	-0.0137	6.1646	13.2446	-30.7007	-97.5311	-67.3682	119.8224	31.75
0x50	 14:08:06.896	0.9272	-0.3560	-0.0396	4.5776	13.7329	-28.9307	-97.2015	-67.6868	119.5697	31.75
0x50	 14:08:06.906	0.9272	-0.3652	-0.0244	-0.4272	11.5967	-25.4517	-96.9928	-67.9669	119.3500	31.74
0x50	 14:08:06.916	0.9233	-0.3755	-0.0776	-0.3662	12.2070	-24.1089	-96.7401	-68.2196	119.1028	31.74
0x50	 14:08:06.926	0.9302	-0.3633	-0.0674	-0.4883	12.3901	-25.0244	-96.5643	-68.4778	118.8501	31.73
0x50	 14:08:06.955	0.9331	-0.3555	-0.0581	-1.2207	16.9678	-26.1230	-96.2677	-68.7524	118.4766	31.74
0x50	 14:08:06.956	0.9409	-0.3706	-0.0698	-4.2725	20.2026	-25.8789	-95.8997	-69.0271	117.9987	31.74
0x50	 14:08:06.956	0.9331	-0.3716	-0.0811	-6.0425	21.5454	-26.0620	-95.5261	-69.2963	117.4768	31.74
0x50	 14:08:06.966	0.9365	-0.3613	-0.0195	-10.1318	25.9399	-27.8931	-95.0867	-69.5819	116.8176	31.75
0x50	 14:08:06.976	0.9268	-0.3618	-0.0151	-11.6577	31.6772	-29.2969	-94.4110	-69.8950	115.9882	31.73
0x50	 14:08:06.986	0.9336	-0.3535	-0.0117	-16.6016	30.8838	-28.8086	-93.7848	-70.1917	115.1587	31.73
0x50	 14:08:06.996	0.9517	-0.3154	-0.0293	-17.1509	29.1138	-28.9917	-93.1860	-70.4883	114.3567	31.74
0x50	 14:08:07.006	0.9580	-0.3115	0.0210	-16.5405	27.7710	-29.5410	-92.6422	-70.8069	113.5767	31.74
0x50	 14:08:07.016	0.9521	-0.3057	-0.0098	-15.5640	28.5034	-28.5645	-91.9611	-71.1145	112.7527	31.73
0x50	 14:08:07.026	0.9487	-0.3252	-0.0176	-13.4888	25.4517	-27.7100	-91.3843	-71.4056	111.9946	31.74
0x50	 14:08:07.036	0.9365	-0.3438	-0.0322	-12.9395	25.2686	-26.6113	-90.8075	-71.6693	111.2201	31.74
0x50	 14:08:07.046	0.9478	-0.3242	-0.0015	-15.9302	27.8320	-27.4048	-90.1868	-71.9275	110.3467	31.74
0x50	 14:08:07.056	0.9448	-0.3213	0.0151	-19.4092	32.4707	-29.4189	-89.3958	-72.2131	109.3030	31.74
0x50	 14:08:07.066	0.9429	-0.3115	-0.0054	-18.1274	33.7524	-30.8838	-88.5059	-72.5043	108.1879	31.73
0x50	 14:08:07.076	0.9497	-0.3174	0.0015	-16.8457	32.1655	-32.2266	-87.6599	-72.8064	107.0947	31.73
0x50	 14:08:07.086	0.9478	-0.2988	0.0073	-13.1226	32.8369	-33.5083	-86.7151	-73.1140	105.9357	31.74
0x50	 14:08:07.096	0.9580	-0.2876	0.0269	-15.0146	33.5083	-33.8745	-85.7318	-73.4216	104.7162	31.74
0x50	 14:08:07.106	0.9644	-0.2700	0.0146	-15.6860	33.5083	-33.5693	-84.6826	-73.7292	103.4583	31.74
0x50	 14:08:07.131	0.9722	-0.2568	0.0371	-17.4561	32.3486	-32.8979	-83.6774	-74.0314	102.2003	31.72
0x50	 14:08:07.133	0.9629	-0.2725	0.0239	-15.5029	33.2642	-32.4707	-82.5458	-74.3225	100.8655	31.72
0x50	 14:08:07.136	0.9502	-0.3130	-0.0088	-11.9019	32.7148	-32.3486	-81.3977	-74.5972	99.5142	31.73
0x50	 14:08:07.145	0.9570	-0.3135	-0.0098	-9.9487	33.7524	-33.8745	-80.2167	-74.8499	98.0640	31.72
0x50	 14:08:07.155	0.9790	-0.2778	0.0605	-12.3291	40.1001	-38.3911	-78.7665	-75.1300	96.3007	31.74
0x50	 14:08:07.165	0.9585	-0.2378	0.0200	-19.5313	47.1802	-44.8608	-76.8988	-75.4596	94.1583	31.75
0x50	 14:08:07.176	0.9634	-0.2139	0.0913	-28.5645	48.9502	-48.2788	-75.0256	-75.8221	91.8237	31.74
0x50	 14:08:07.186	0.9692	-0.2124	0.0825	-24.5972	53.5278	-48.5229	-72.6691	-76.1572	89.1980	31.75
0x50	 14:08:07.196	0.9824	-0.1860	0.0981	-23.1934	50.7202	-46.6309	-70.3564	-76.4539	86.5942	31.74
0x50	 14:08:07.206	0.9810	-0.2070	0.1113	-23.3765	48.4009	-44.1284	-68.0219	-76.7230	84.0125	31.73
0x50	 14:08:07.216	0.9673	-0.2319	0.0679	-18.0664	46.3257	-40.8936	-65.6982	-76.9208	81.4801	31.73
0x50	 14:08:07.226	0.9766	-0.2305	0.0869	-18.0054	45.9595	-40.1001	-63.4625	-77.0911	78.8983	31.74
0x50	 14:08:07.236	0.9722	-0.1992	0.0918	-25.6348	51.1475	-42.6636	-60.9796	-77.2284	75.9924	31.74
0x50	 14:08:07.245	0.9688	-0.1523	0.1499	-35.9497	55.6641	-45.1050	-58.2935	-77.3547	72.8009	31.74
0x50	 14:08:07.255	0.9653	-0.1265	0.1694	-37.9028	58.7158	-45.1660	-55.2887	-77.4316	69.4336	31.75
0x50	 14:08:07.265	0.9556	-0.1396	0.1611	-33.8745	55.0537	-41.3818	-52.3828	-77.4591	66.2750	31.75
0x50	 14:08:07.275	0.9443	-0.1753	0.1328	-24.4141	48.8281	-36.2549	-49.8010	-77.4481	63.4735	31.74
0x50	 14:08:07.285	0.9438	-0.1978	0.1045	-15.8691	44.1284	-32.8369	-47.5488	-77.4097	60.9467	31.74
0x50	 14:08:07.296	0.9634	-0.1890	0.1304	-16.5405	44.3115	-33.2642	-45.4120	-77.3492	58.4143	31.74
0x50	 14:08:07.305	0.9531	-0.1660	0.1489	-24.0479	49.6826	-36.3159	-43.0609	-77.2559	55.6348	31.74
0x50	 14:08:07.315	0.9429	-0.1304	0.2192	-29.6631	54.1992	-38.8184	-40.5450	-77.1240	52.6685	31.73
0x50	 14:08:07.326	0.9409	-0.1021	0.2207	-27.6489	57.2510	-40.8325	-37.7655	-76.9318	49.6088	31.74
0x50	 14:08:07.362	0.9458	-0.1138	0.2026	-19.1040	53.4668	-40.9546	-35.0464	-76.7505	46.7249	31.74
0x50	 14:08:07.362	0.9648	-0.1333	0.1870	-7.3853	48.4619	-38.4521	-32.5690	-76.5692	44.1376	31.76
0x50	 14:08:07.362	0.9648	-0.1665	0.1382	-0.5493	46.0815	-36.2549	-30.3058	-76.3770	41.7535	31.76
0x50	 14:08:07.365	0.9761	-0.1206	0.2139	-2.4414	48.1567	-37.0483	-28.2349	-76.1627	39.3640	31.75
0x50	 14:08:07.375	0.9600	-0.0967	0.2012	-11.9629	56.5186	-41.0767	-25.8344	-75.8606	36.7328	31.74
0x50	 14:08:07.385	0.9473	-0.1035	0.2422	-16.1133	57.4341	-40.9546	-23.5602	-75.5365	34.2004	31.74
0x50	 14:08:07.395	0.9287	-0.0693	0.2925	-13.9771	59.6924	-39.0015	-21.4069	-75.1355	31.8109	31.74
0x50	 14:08:07.405	0.9009	-0.0522	0.2842	-15.3809	61.3403	-40.8325	-19.2206	-74.6906	29.4543	31.73
0x50	 14:08:07.415	0.9038	-0.0625	0.2949	-16.2354	58.4717	-41.1987	-17.1936	-74.2511	27.2516	31.73
0x50	 14:08:07.425	0.9277	-0.0596	0.2959	-16.6016	57.1899	-39.3066	-15.3918	-73.8007	25.2466	31.74
0x50	 14:08:07.435	0.9365	-0.0347	0.3628	-18.3716	56.4575	-37.9639	-13.7769	-73.3447	23.3954	31.74
0x50	 14:08:07.445	0.9424	-0.0200	0.3604	-12.4512	54.7485	-36.9873	-12.1948	-72.8558	21.6870	31.75
0x50	 14:08:07.455	0.9521	-0.0439	0.3408	1.0376	45.3491	-34.6069	-10.7007	-72.4548	20.2148	31.75
0x50	 14:08:07.465	0.9526	-0.0415	0.3423	13.4888	36.9263	-31.8604	-9.3384	-72.1307	18.9514	31.74
0x50	 14:08:07.475	0.9326	-0.0405	0.3271	14.4653	34.5459	-31.7383	-8.0365	-71.8231	17.7484	31.75
0x50	 14:08:07.485	0.9292	-0.0293	0.3350	10.0098	34.9121	-32.6538	-6.8060	-71.5155	16.5564	31.75
0x50	 14:08:07.495	0.9292	-0.0356	0.3301	-8.6670	39.1235	-31.5552	-5.8063	-71.1530	15.4193	31.77
0x50	 14:08:07.505	0.9258	-0.0215	0.3237	-26.6724	44.7388	-30.1514	-5.0757	-70.7355	14.3481	31.74
0x50	 14:08:07.516	0.9146	-0.0122	0.3706	-41.1377	49.2554	-29.2969	-4.5209	-70.2740	13.3319	31.74
0x50	 14:08:07.525	0.9180	-0.0083	0.3706	-38.0249	51.4526	-28.6865	-3.9661	-69.7632	12.3651	31.75
0x50	 14:08:07.535	0.9272	0.0054	0.4170	-28.1372	47.2412	-28.0151	-3.3783	-69.3018	11.4642	31.74
0x50	 14:08:07.546	0.9243	0.0166	0.4517	-14.0991	43.5791	-28.4424	-2.6697	-68.8513	10.5853	31.75
0x50	 14:08:07.555	0.9209	0.0176	0.4150	8.0566	35.4614	-29.0527	-1.7523	-68.4668	9.7394	31.75
0x50	 14:08:07.565	0.9180	0.0039	0.3613	27.5879	24.7192	-28.3813	-0.7086	-68.2031	8.9429	31.75
0x50	 14:08:07.594	0.9399	0.0146	0.4224	29.2358	20.0806	-26.1841	0.2417	-68.0109	8.2288	31.74
0x50	 14:08:07.594	0.9526	0.0186	0.3945	14.4043	23.1934	-23.8647	0.9833	-67.7582	7.5970	31.73
0x50	 14:08:07.595	0.9536	0.0181	0.3911	-4.8218	23.3765	-20.9961	1.4557	-67.5220	7.0532	31.73
0x50	 14:08:07.605	0.9502	0.0210	0.3945	-18.7378	25.8789	-18.6768	1.7084	-67.2583	6.5808	31.75
0x50	 14:08:07.615	0.9434	0.0215	0.3711	-24.8413	27.9541	-16.9678	1.8567	-66.9836	6.1633	31.76
0x50	 14:08:07.624	0.9463	0.0356	0.4248	-20.4468	27.6489	-15.8081	2.0160	-66.7200	5.7843	31.76
0x50	 14:08:07.635	0.9482	0.0396	0.4609	-8.8501	27.3438	-15.0757	2.2852	-66.4343	5.4272	31.76
0x50	 14:08:07.645	0.9434	0.0386	0.4658	7.4463	21.9727	-13.5498	2.6697	-66.1871	5.1086	31.74
0x50	 14:08:07.654	0.9414	0.0415	0.4736	18.7988	14.5874	-11.6577	3.1256	-66.0114	4.8395	31.75
0x50	 14:08:07.664	0.9443	0.0449	0.4717	21.4233	9.8267	-10.0708	3.5651	-65.8795	4.6033	31.76
0x50	 14:08:07.674	0.9429	0.0488	0.4355	18.5547	6.5918	-8.2397	3.9386	-65.7861	4.4110	31.76
0x50	 14:08:07.685	0.9478	0.0581	0.4619	9.5215	4.3335	-5.4932	4.1748	-65.7312	4.2847	31.76
0x50	 14:08:07.694	0.9468	0.0562	0.4453	-2.4414	5.9204	-2.3193	4.2188	-65.6543	4.2407	31.76
0x50	 14:08:07.705	0.9263	0.0273	0.4160	-10.3149	4.4556	1.2817	4.1144	-65.5994	4.2792	31.76
0x50	 14:08:07.714	0.8965	-0.0063	0.3623	-12.1460	4.2725	3.2959	3.9111	-65.5609	4.3671	31.76
0x50	 14:08:07.724	0.8618	-0.0254	0.3237	-16.7236	7.3242	2.8076	3.6255	-65.5170	4.4440	31.77
0x50	 14:08:07.735	0.8398	-0.0176	0.3511	-21.4233	14.7705	-0.2441	3.3179	-65.4071	4.4604	31.76
0x50	 14:08:07.745	0.8408	-0.0020	0.4102	-30.2124	24.4141	-3.7842	3.0048	-65.1874	4.4055	31.77
0x50	 14:08:07.775	0.8584	0.0088	0.4541	-34.3628	30.2124	-5.9814	2.7246	-64.8743	4.3011	31.77
0x50	 14:08:07.775	0.8848	0.0205	0.5176	-33.8745	29.3579	-6.4697	2.4829	-64.5502	4.1803	31.77
0x50	 14:08:07.775	0.9048	0.0259	0.5229	-30.5176	23.9868	-5.6152	2.2742	-64.2645	4.0759	31.76
0x50	 14:08:07.784	0.9253	0.0273	0.4990	-17.5171	12.3291	-4.6387	2.1918	-64.0942	3.9825	31.77
0x50	 14:08:07.794	0.9292	0.0322	0.4526	-3.0518	1.2207	-3.7231	2.2467	-64.0558	3.8947	31.77
0x50	 14:08:07.804	0.9316	0.0288	0.4155	4.8218	-5.1880	-2.6245	2.3676	-64.1107	3.8342	31.77
0x50	 14:08:07.814	0.9404	0.0229	0.4170	-0.7935	-5.3711	0.5493	2.3676	-64.1821	3.8397	31.76
0x50	 14:08:07.824	0.9326	0.0249	0.4204	-11.1084	-1.8311	3.7231	2.1918	-64.2206	3.9221	31.76
0x50	 14:08:07.834	0.9263	0.0264	0.4370	-20.6909	1.0986	6.4697	1.8677	-64.2261	4.0704	31.76
0x50	 14:08:07.844	0.9277	0.0332	0.4639	-32.6538	4.5776	9.4604	1.3623	-64.1876	4.2957	31.77
0x50	 14:08:07.854	0.9302	0.0161	0.5068	-47.2412	7.8125	13.2446	0.6482	-64.1052	4.6033	31.77
0x50	 14:08:07.864	0.9312	0.0054	0.4941	-57.3730	8.3618	17.4561	-0.2637	-63.9954	5.0043	31.76
0x50	 14:08:07.874	0.9360	0.0005	0.5015	-58.9600	3.5400	19.8975	-1.2415	-63.9404	5.4547	31.76
0x50	 14:08:07.884	0.9419	-0.0073	0.5005	-61.2183	-0.3662	22.5830	-2.2906	-63.9185	5.9711	31.74
0x50	 14:08:07.894	0.9438	-0.0166	0.4702	-58.6548	-6.1646	25.2686	-3.3728	-63.9514	6.5533	31.75
0x50	 14:08:07.904	0.9346	-0.0220	0.4600	-51.8188	-13.5498	26.6724	-4.4275	-64.0668	7.1741	31.76
0x50	 14:08:07.914	0.9302	-0.0391	0.4590	-45.8984	-18.0664	27.6489	-5.4547	-64.2206	7.8387	31.75
0x50	 14:08:07.924	0.9189	-0.0381	0.4023	-34.1797	-22.9492	28.1372	-6.4050	-64.4183	8.5309	31.77
0x50	 14:08:07.958	0.8862	-0.0415	0.3369	-23.4375	-27.0996	28.2593	-7.2729	-64.6710	9.2505	31.77
0x50	 14:08:07.958	0.8945	-0.0146	0.3599	-35.2783	-22.7051	30.7617	-8.3167	-64.9017	10.0360	31.77
0x50	 14:08:07.958	0.8950	0.0088	0.4077	-75.0122	-7.4463	36.6821	-9.7888	-64.9512	10.9149	31.77
0x50	 14:08:07.964	0.8545	-0.0757	0.4253	-116.5161	2.2583	48.7671	-11.8433	-64.8523	12.0410	31.76
0x50	 14:08:07.974	0.8433	-0.1333	0.4551	-133.1177	1.4648	60.2417	-14.3811	-64.6985	13.4198	31.75
0x50	 14:08:07.984	0.8491	-0.2163	0.3862	-120.9106	-2.9907	61.7676	-16.8640	-64.5392	14.8370	31.75
0x50	 14:08:07.994	0.8682	-0.2344	0.3975	-100.5859	-11.7798	57.7393	-19.2041	-64.4623	16.2048	31.75
0x50	 14:08:08.004	0.8613	-0.2051	0.4082	-76.6602	-14.4653	49.1333	-21.1377	-64.4128	17.3914	31.76
0x50	 14:08:08.014	0.8579	-0.2139	0.3457	-57.8613	-17.5171	40.8325	-22.6813	-64.4073	18.4186	31.74
0x50	 14:08:08.024	0.8975	-0.2256	0.4282	-56.5796	-20.0806	38.1470	-24.2194	-64.4458	19.4128	31.76
0x50	 14:08:08.034	0.8994	-0.2217	0.3374	-62.4390	-16.0522	36.8042	-25.7080	-64.4128	20.3412	31.77
0x50	 14:08:08.043	0.9121	-0.2402	0.4160	-73.9136	-20.5688	35.8276	-27.3669	-64.4568	21.2970	31.76
0x50	 14:08:08.054	0.9229	-0.2461	0.3848	-73.2422	-18.8599	34.6069	-28.9325	-64.4458	22.2089	31.76
0x50	 14:08:08.064	0.9243	-0.2485	0.3813	-58.7158	-25.0244	31.1890	-30.3662	-64.5062	23.1262	31.77
0x50	 14:08:08.074	0.9346	-0.2764	0.4048	-48.2178	-29.6021	28.5034	-31.6956	-64.6051	24.0436	31.77
0x50	 14:08:08.083	0.9175	-0.2563	0.3608	-35.7666	-30.9448	25.2075	-32.8601	-64.7150	24.9225	31.77
0x50	 14:08:08.093	0.9248	-0.2441	0.3154	-25.9399	-33.9966	20.1416	-33.8818	-64.8853	25.7520	31.76
0x50	 14:08:08.103	0.9297	-0.2573	0.3228	-28.1982	-32.6538	18.9819	-34.9200	-65.0665	26.5540	31.76
0x50	 14:08:08.113	0.9326	-0.2632	0.3530	-40.7715	-27.3438	20.7520	-36.0571	-65.1819	27.3285	31.76
0x50	 14:08:08.124	0.9229	-0.2637	0.3418	-42.6636	-25.3296	20.7520	-37.1613	-65.2588	28.0811	31.76
0x50	 14:08:08.133	0.9180	-0.2686	0.3555	-37.5366	-28.8696	19.9585	-38.2544	-65.3632	28.8776	31.77
0x50	 14:08:08.144	0.9160	-0.2695	0.3701	-30.0903	-30.5176	18.6768	-39.2651	-65.4730	29.6851	31.77
0x50	 14:08:08.154	0.9058	-0.2612	0.3315	-28.5034	-32.5317	18.2495	-40.2704	-65.5884	30.5200	31.77
0x50	 14:08:08.189	0.9077	-0.2739	0.3242	-34.8511	-36.0107	19.3481	-41.4240	-65.7312	31.4429	31.77
0x50	 14:08:08.189	0.9121	-0.2749	0.3271	-50.8423	-36.9263	22.9492	-42.8302	-65.8466	32.4536	31.77
0x50	 14:08:08.189	0.9194	-0.2827	0.2793	-59.0820	-38.7573	25.7568	-44.3848	-65.9454	33.5577	31.79
0x50	 14:08:08.193	0.9199	-0.2954	0.2920	-59.2651	-44.3726	27.8320	-46.1096	-66.0718	34.8102	31.78
0x50	 14:08:08.204	0.9170	-0.3145	0.2788	-52.6123	-47.5464	28.8696	-47.8345	-66.1926	36.1450	31.77
0x50	 14:08:08.213	0.9111	-0.3247	0.2622	-43.5791	-51.4526	28.6865	-49.5593	-66.3135	37.5677	31.76
0x50	 14:08:08.223	0.9224	-0.3369	0.2686	-35.6445	-53.7109	27.4658	-51.2512	-66.4453	39.0289	31.77
0x50	 14:08:08.233	0.9258	-0.3428	0.2764	-31.6162	-53.6499	26.4282	-52.8937	-66.5552	40.4901	31.76
0x50	 14:08:08.243	0.9111	-0.3354	0.2202	-30.2734	-54.5654	25.4517	-54.5197	-66.6650	41.9733	31.77
0x50	 14:08:08.254	0.9111	-0.3315	0.2339	-34.9731	-56.9458	24.4751	-56.2775	-66.7859	43.5004	31.76
0x50	 14:08:08.265	0.9019	-0.3208	0.2144	-40.4663	-55.2979	24.5361	-58.0408	-66.8848	45.0110	31.77
0x50	 14:08:08.273	0.9194	-0.3330	0.1650	-45.7764	-56.4575	25.1465	-59.8975	-66.9672	46.5710	31.77
0x50	 14:08:08.283	0.9268	-0.3423	0.2051	-51.1475	-59.5703	27.2217	-61.9574	-67.0386	48.2410	31.77
0x50	 14:08:08.294	0.9287	-0.3398	0.1978	-50.3540	-58.5327	28.3813	-63.9459	-67.0605	49.9054	31.77
0x50	 14:08:08.303	0.9272	-0.3608	0.1841	-53.1006	-62.5610	29.6631	-66.0498	-67.0715	51.6852	31.76
0x50	 14:08:08.313	0.9321	-0.3677	0.2017	-56.0913	-67.1387	32.4707	-68.3185	-67.0386	53.5968	31.76
0x50	 14:08:08.323	0.9082	-0.3735	0.1353	-57.9834	-71.1670	33.8745	-70.6586	-66.9781	55.6128	31.76
0x50	 14:08:08.333	0.8926	-0.3804	0.1104	-63.7817	-77.7588	35.2783	-73.2678	-66.8958	57.7881	31.75
0x50	 14:08:08.369	0.8901	-0.3848	0.1113	-68.4814	-79.4678	35.0952	-75.9540	-66.7804	59.9854	31.74
0x50	 14:08:08.370	0.8818	-0.4038	0.0356	-67.4438	-80.4443	34.1187	-78.5907	-66.6376	62.1716	31.75
0x50	 14:08:08.370	0.8813	-0.4185	-0.0181	-68.2373	-83.9844	33.4473	-81.3702	-66.4618	64.4183	31.77
0x50	 14:08:08.373	0.8564	-0.4160	-0.0610	-64.5142	-83.4351	31.8604	-84.1003	-66.2585	66.6046	31.76
0x50	 14:08:08.383	0.8730	-0.4219	-0.0933	-61.7676	-79.7119	29.3579	-86.7096	-66.0278	68.6481	31.78
0x50	 14:08:08.393	0.8730	-0.4478	-0.0737	-56.7627	-75.7446	26.0010	-89.1486	-65.7861	70.5432	31.78
0x50	 14:08:08.403	0.8623	-0.4126	-0.0464	-41.5039	-71.2280	22.9492	-91.2360	-65.5389	72.2900	31.77
0x50	 14:08:08.413	0.8657	-0.4341	-0.0273	-29.6021	-70.0073	19.1650	-93.0927	-65.3247	73.9709	31.76
0x50	 14:08:08.423	0.8813	-0.4463	0.0688	-33.8135	-68.7866	19.8364	-94.8889	-65.0720	75.5914	31.74
0x50	 14:08:08.433	0.8745	-0.4478	-0.0215	-39.1235	-68.0542	20.3857	-96.5479	-64.7864	77.1570	31.77
0x50	 14:08:08.443	0.8696	-0.4512	0.0103	-37.1094	-80.0171	20.5688	-98.4979	-64.4788	78.9697	31.77
0x50	 14:08:08.453	0.8540	-0.4473	-0.0986	-29.7241	-84.9609	19.6533	-100.3766	-64.1437	80.8539	31.77
0x50	 14:08:08.463	0.8564	-0.4365	-0.2183	-29.9683	-95.6421	17.5171	-102.5519	-63.7756	82.9358	31.78
0x50	 14:08:08.473	0.8457	-0.4160	-0.3262	-25.1465	-100.5249	16.0522	-104.8425	-63.3691	85.0781	31.78
0x50	 14:08:08.483	0.8481	-0.4512	-0.3521	-30.4565	-93.5059	17.7612	-107.0728	-62.9132	86.9952	31.78
0x50	 14:08:08.493	0.8604	-0.4658	-0.2144	-52.9785	-76.1108	22.5220	-109.0887	-62.4078	88.4454	31.77
0x50	 14:08:08.503	0.8452	-0.4365	-0.1782	-59.6313	-57.6782	21.8506	-110.6323	-61.9849	89.4672	31.77
0x50	 14:08:08.514	0.8379	-0.4648	-0.1934	-60.9741	-56.1523	19.4092	-112.0990	-61.5948	90.4395	31.79
0x50	 14:08:08.523	0.8267	-0.4863	-0.1226	-56.3965	-57.7393	19.8364	-113.5052	-61.1774	91.4117	31.77
0x50	 14:08:08.533	0.8145	-0.4668	-0.1753	-44.1284	-56.4575	16.9067	-114.6588	-60.7764	92.3456	31.77
0x50	 14:08:08.543	0.8174	-0.4541	-0.2266	-36.3159	-66.1011	9.6436	-115.9717	-60.3918	93.4937	31.77
0x50	 14:08:08.553	0.8213	-0.4717	-0.2524	-12.5732	-74.8901	3.6011	-117.2461	-60.0128	94.8230	31.77
0x50	 14:08:08.563	0.8076	-0.4697	-0.3833	33.5083	-83.5571	-1.7090	-118.2129	-59.6173	96.3226	31.77
0x50	 14:08:08.572	0.8062	-0.4653	-0.4463	70.5566	-92.4683	-7.2632	-119.0588	-59.1833	98.0035	31.77
0x50	 14:08:08.600	0.8135	-0.4604	-0.4712	76.5991	-84.3506	-9.1553	-119.7455	-58.7769	99.5306	31.77
0x50	 14:08:08.600	0.8584	-0.4829	-0.2905	33.8745	-63.4155	-2.6245	-120.4871	-58.4143	100.6183	31.78
0x50	 14:08:08.602	0.8647	-0.4478	-0.2319	-18.2495	-37.3535	6.7139	-121.1407	-58.1506	101.1676	31.77
0x50	 14:08:08.613	0.8481	-0.4399	-0.2466	-47.6685	-31.4941	10.9863	-121.9098	-57.9144	101.5686	31.78
0x50	 14:08:08.622	0.8286	-0.4766	-0.1855	-55.7251	-35.0952	16.5405	-122.7667	-57.6013	101.9641	31.77
0x50	 14:08:08.632	0.8188	-0.4429	-0.2603	-43.8232	-38.3301	20.1416	-123.4204	-57.2388	102.3651	31.77
0x50	 14:08:08.642	0.8027	-0.4619	-0.2290	-26.5503	-52.1851	15.9912	-124.1895	-56.8268	103.0078	31.77
0x50	 14:08:08.654	0.7954	-0.4492	-0.2651	10.9253	-63.7817	11.8408	-124.7003	-56.3818	103.8483	31.78
0x50	 14:08:08.663	0.8149	-0.4634	-0.3730	60.1196	-80.8716	4.3945	-125.0189	-55.8929	105.0073	31.77
0x50	 14:08:08.672	0.8174	-0.5298	-0.3481	101.7456	-94.5435	-1.7700	-125.1947	-55.3491	106.4026	31.77
0x50	 14:08:08.683	0.7988	-0.5239	-0.3823	138.9771	-96.4355	-5.3101	-124.9750	-54.8108	107.8418	31.77
0x50	 14:08:08.693	0.7734	-0.5225	-0.4834	174.3774	-102.3560	-12.3291	-124.5355	-54.2944	109.4238	31.77
0x50	 14:08:08.703	0.7744	-0.5186	-0.5352	177.0630	-100.1587	-12.6953	-124.1016	-53.7671	110.9619	31.76
0x50	 14:08:08.712	0.8232	-0.5547	-0.4438	119.5068	-74.8901	-1.5259	-123.8818	-53.2837	112.0221	31.76
0x50	 14:08:08.723	0.8120	-0.5552	-0.3359	54.0161	-42.9688	11.0474	-123.7885	-52.9156	112.5165	31.77
0x50	 14:08:08.734	0.7891	-0.5068	-0.2744	19.3481	-26.8555	15.7471	-123.7500	-52.6245	112.7417	31.76
0x50	 14:08:08.742	0.7549	-0.4756	-0.1309	15.9912	-25.4517	13.4888	-123.7115	-52.3828	112.9669	31.75
0x50	 14:08:08.760	0.7305	-0.4756	-0.3267	57.6782	-38.5742	8.3008	-123.3105	-52.1521	113.4174	31.76
0x50	 14:08:08.786	0.7363	-0.5747	-0.3604	99.4263	-68.6646	6.2866	-123.0249	-51.7181	114.2963	31.77
0x50	 14:08:08.787	0.7656	-0.5713	-0.3750	133.6670	-78.9795	7.0801	-122.4756	-51.1908	115.3015	31.77
0x50	 14:08:08.787	0.7515	-0.5801	-0.4106	154.8462	-81.1768	2.8076	-121.7780	-50.7074	116.3727	31.77
0x50	 14:08:08.792	0.6821	-0.6528	-0.3765	160.9497	-78.1250	0.5493	-121.0199	-50.2515	117.4164	31.76
0x50	 14:08:08.802	0.7114	-0.6738	-0.3501	169.3726	-68.1152	0.0000	-120.0256	-49.8230	118.3282	31.77
0x50	 14:08:08.812	0.6279	-0.6650	-0.1382	189.2700	-60.6079	-4.6387	-118.7677	-49.4989	119.1797	31.76
0x50	 14:08:08.822	1.0024	-0.8994	-0.3799	174.0112	-47.3022	-4.6997	-117.3834	-49.2462	119.8499	31.75
0x50	 14:08:08.832	0.8442	-0.6694	-0.2300	97.7173	-47.6685	0.3052	-116.8561	-48.9935	120.4980	31.76
0x50	 14:08:08.842	0.8799	-0.6006	-0.1011	95.1538	-44.3726	-23.0103	-116.4056	-49.0045	121.2616	31.76
0x50	 14:08:08.852	0.7813	-0.4028	-0.0269	96.8628	-44.7998	-28.3203	-115.8783	-49.1254	122.0636	31.76
0x50	 14:08:08.862	0.9106	-0.4604	-0.1113	163.8794	-71.7163	-32.4097	-114.9335	-49.2407	123.2666	31.76
